site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,match_quality,site_review_reason,demographic_coordinate_source,is_strong_or_probable_match,has_all_selected_demographics,is_recommended_for_initial_model,next_total_weight,repollution_kg_per_day,repollution_kg_per_30_days,repollution_kg_per_90_days,repollution_positive,log1p_repollution_kg_per_day,previous_total_weight,days_between_visits,previous_visit_month,previous_visit_season,latitude,longitude,coastline_cleaned,width_length,road_network,tourist_business,orientation,sediment,wind_speed_previous,Pct_Age_15_34,Youth_Dependency,Avg_Household_Size,Unemployment_Rate,UrbanRural_Class,Daytime_Population_Pressure
2337,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 138,2024-11-11,2024-11-11,2025-02-05,2025-02-05,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,108.0,1.255813953488372,37.674418604651166,113.02325581395348,1,0.8135108628098204,208.0,86,11,Fall,40.439639,23.997333,120.0,580.0,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1757768867175602,0.0067097280621503,2.395813146296616,12.8,Rural,0.0145521333710087
2338,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 185,2021-05-27,2021-05-27,2021-08-03,2021-08-03,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,149.0,2.1911764705882355,65.73529411764707,197.2058823529412,1,1.160389648364353,28.0,68,5,Spring,39.834278,25.056611,167.0,2430.0,0.0,0.0,South,,4.0,0.2401866332954064,0.2213735242804312,2.4659255295959417,13.9,Rural,0.0232558139534883
2338,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 38,2021-08-03,2021-08-03,2024-11-11,2024-11-11,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,149.0,1196,8,Summer,40.437889,24.000556,184.0,1552.0,0.0,0.0,North,Sand,3.0,0.1806201341460933,0.0068427715927149,2.395813146296616,16.1,Rural,0.0079617834394904
2338,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 136,2024-11-11,2024-11-11,2025-03-27,2025-03-27,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,136,11,Fall,40.4375,24.001222,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1757768867175602,0.0067097280621503,2.395813146296616,12.8,Rural,0.0145521333710087
2339,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 186,2021-05-27,2021-05-27,2021-08-03,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,63.0,0.9264705882352942,27.794117647058822,83.38235294117648,1,0.6556896180250449,0.0,68,5,Spring,39.85425,25.049944,,,,,West,,4.0,0.2401866215564377,0.2213735550997509,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2339,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 39 (1) | ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 39 (2),2021-08-03,2021-08-04,2024-11-11,2024-11-11,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,63.0,1195,8,Summer,40.438144,23.993917,168.0,1173.0,1.0,0.0,North,Pebbles,3.0,0.1806201341460933,0.0068427715927149,2.395813146296616,16.1,Rural,0.0079617834394904
2340,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 187,2021-05-27,2021-05-27,2021-08-03,2021-08-03,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,68,5,Spring,39.856944,25.048583,,,,,West,,4.0,0.2401866217325257,0.2213735538504475,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2341,ΛΗΜΝΟΣ,,ΝΗΣΊΔΕΣ ΔΙΑΒΆΤΕΣ ΠΑΡΑΛΊΑ 188,2021-05-27,2021-05-27,2021-08-03,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,158.0,2.323529411764706,69.70588235294119,209.1176470588235,1,1.2010272940961793,0.0,68,5,Spring,39.857444,25.045889,,,,,West,,4.0,0.2401866218375005,0.2213735554899989,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2342,ΛΗΜΝΟΣ,,ΝΗΣΊΔΕΣ ΔΙΑΒΆΤΕΣ ΠΑΡΑΛΊΑ 189,2021-05-27,2021-05-27,2021-08-04,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,104.0,1.5072463768115942,45.21739130434783,135.65217391304347,1,0.9191850899005196,0.0,69,5,Spring,39.857694,25.044417,,,,,West,,4.0,0.2401866218583266,0.2213735566387642,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2343,ΛΗΜΝΟΣ,ΒΡΆΧΟΣ ΤΩΝ ΓΚΟΎΝΙΣ,ΝΗΣΊΔΕΣ ΔΙΑΒΆΤΕΣ ΠΑΡΑΛΊΑ 190,2021-05-27,2021-05-27,2021-08-04,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,69,5,Spring,39.857694,25.041611,,,,,West,,4.0,0.2401866204752518,0.2213735583510207,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2344,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 191,2021-05-27,2021-05-27,2021-08-04,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,69,5,Spring,39.834972,25.046722,,,,,West,,4.0,0.2401866158081146,0.221373511827328,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2345,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 192,2021-05-27,2021-05-27,2021-08-04,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,69,5,Spring,39.837611,25.048278,,,,,West,,4.0,0.2401866180910204,0.2213735331884414,2.4659255295959417,13.9,Town_Suburb,0.0232558139534883
2346,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 193,2021-05-27,2021-05-27,2021-08-04,2021-08-04,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,91.0,1.318840579710145,39.56521739130435,118.69565217391305,1,0.8410673106365676,0.0,69,5,Spring,39.835083,25.052917,,,,,North,,4.0,0.2401866246139398,0.2213735267461135,2.4659255295959417,13.9,Rural,0.0232558139534883
2346,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 46,2021-08-04,2021-08-04,2024-11-10,2024-11-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,91.0,1194,8,Summer,40.415944,23.999144,90.0,544.0,0.0,0.0,North,Sand,2.0,0.1790912909310124,0.2233818016621804,2.395813146296616,16.1,Rural,0.0079617834394904
2347,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 194,2021-05-27,2021-05-27,2021-08-05,2021-08-05,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,85.0,1.2142857142857142,36.42857142857142,109.28571428571428,1,0.7949298748698876,0.0,70,5,Spring,39.832722,25.052694,,,,,North,,4.0,0.2401866234908309,0.221373520721651,2.4659255295959417,13.9,Rural,0.0232558139534883
2347,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 47,2021-08-05,2021-08-05,2025-03-11,2025-03-11,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,85.0,1314,8,Summer,40.237375,24.30315,189.0,4215.0,1.0,0.0,East,Pebbles,0.0,0.1806202359434744,0.006841543024372,2.395813146296616,16.1,Rural,0.0079617834394904
2347,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 254,2025-03-11,2025-03-11,2025-04-15,2025-04-15,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,31.0,0.8857142857142857,26.57142857142857,79.71428571428571,1,0.6343066805370119,0.0,35,3,Spring,40.237194,24.303278,,,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Sand,2.0,0.1725549157742556,0.0065392684632925,2.395813146296616,11.7,Rural,0.013286219081272
2348,ΛΗΜΝΟΣ,ΠΑΡΑΛΊΑ ΣΑΡΑΒΆΡΙ,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 195,2021-05-28,2021-05-28,2021-08-05,2021-08-05,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,219.0,69,5,Spring,39.967,25.348,1380.0,20504.0,1.0,1.0,North,Sand,3.0,0.2401867516227233,0.2213734704492407,2.4659255295959417,13.9,Rural,0.0232558139534883
2348,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 48,2021-08-05,2021-08-05,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1373,8,Summer,40.238867,24.300986,,,,,East,Rocky,0.0,0.1806202787373408,0.0068415183038511,2.395813146296616,16.1,Rural,0.0079617834394904
2349,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 196,2021-05-28,2021-05-28,2021-08-05,2021-08-05,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,70.0,1.0144927536231885,30.434782608695656,91.30434782608695,1,0.7003674285334324,0.0,69,5,Spring,39.963528,25.3375,,,,,North,Rocky,3.0,0.240186729288636,0.2213734667982191,2.4659255295959417,13.9,Rural,0.0232558139534883
2350,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 197,2021-05-28,2021-05-28,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,38.0,0.5352112676056338,16.056338028169012,48.16901408450704,1,0.42866800518782827,486.0,71,5,Spring,39.962667,25.333667,104.0,650.0,1.0,0.0,North,Mixed,3.0,0.240186706391988,0.2213734851227999,2.4659255295959417,13.9,Rural,0.0232558139534883
2350,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 50,2021-08-07,2021-08-07,2024-11-10,2024-11-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,38.0,1191,8,Summer,40.413847,23.999408,58.0,214.0,0.0,0.0,North,Sand,4.0,0.1790827125972861,0.2250253531579726,2.395813146296616,16.1,Rural,0.0079617834394904
2350,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 121,2024-11-10,2024-11-10,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,180,11,Fall,40.413917,23.999444,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1734355500086065,0.2154096671409897,2.395813146296616,12.8,Rural,0.0145521333710087
2351,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 198,2021-05-28,2021-05-28,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,13.0,0.1830985915492957,5.492957746478873,16.47887323943662,1,0.16813692180199813,31.0,71,5,Spring,39.973361,25.346611,648.0,7702.0,0.0,0.0,North,Rocky,3.0,0.2401867515929532,0.2213735222246138,2.4659255295959417,13.9,Rural,0.0232558139534883
2351,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 51,2021-08-07,2021-08-07,2024-11-10,2024-11-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,13.0,1191,8,Summer,40.412758,23.999639,26.0,94.0,0.0,0.0,North,Sand,4.0,0.1790806486287691,0.2253899601740688,2.395813146296616,16.1,Rural,0.0079617834394904
2351,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 120,2024-11-10,2024-11-10,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,180,11,Fall,40.412861,23.999694,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1734329514212697,0.2157125912688682,2.395813146296616,12.8,Rural,0.0145521333710087
2352,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 199 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 199 (2),2021-05-28,2021-05-31,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,80.0,1.1764705882352942,35.294117647058826,105.88235294117648,1,0.7777045685880084,68.0,68,5,Spring,39.966264,25.32946,260.0,3240.0,1.0,0.0,North,Mixed,3.0,0.2401867158362204,0.2213735469948332,2.4659255295959417,13.9,Rural,0.0232558139534883
2352,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 52,2021-08-07,2021-08-07,2024-11-10,2024-11-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,80.0,1191,8,Summer,40.411542,24.000417,18.0,357.0,0.0,0.0,North,Sand,4.0,0.1790793236133437,0.2256663653565113,2.395813146296616,16.1,Rural,0.0079617834394904
2352,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 119,2024-11-10,2024-11-10,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,180,11,Fall,40.411639,24.000361,,,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1734307916804069,0.2160024276261885,2.395813146296616,12.8,Rural,0.0145521333710087
2353,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 200,2021-05-28,2021-05-28,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,109.0,1.5352112676056338,46.056338028169016,138.16901408450704,1,0.930276973848895,0.0,71,5,Spring,39.968297,25.329467,,,,,North,Sand,3.0,0.2401867240399144,0.2213735022916638,2.4659255295959417,13.9,Rural,0.0232558139534883
2354,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 201,2021-05-28,2021-05-28,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,71,5,Spring,39.975333,25.33975,,,,,North,Mixed,3.0,0.2401867075338963,0.2213735038587033,2.4659255295959417,13.9,Rural,0.0232558139534883
2355,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 202,2021-05-29,2021-05-29,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,485.0,70,5,Spring,39.991917,25.243417,237.0,4115.0,0.0,0.0,North,Pebbles,3.0,0.2401867132499641,0.2213735175305462,2.4659255295959417,13.9,Rural,0.0232558139534883
2355,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 55,2021-08-07,2021-08-07,2025-05-06,2025-05-06,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,279.0,0.2039473684210526,6.118421052631579,18.355263157894736,1,0.18560563199514452,0.0,1368,8,Summer,40.402361,24.004922,,,,,North,Sand,4.0,0.1790757343069181,0.2263920295872976,2.395813146296616,16.1,Rural,0.0079617834394904
2356,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 203,2021-05-29,2021-05-29,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,58.0,70,5,Spring,39.99375,25.241889,18.0,816.0,0.0,0.0,North,Mixed,3.0,0.2401867271386803,0.2213734959557349,2.4659255295959417,13.9,Rural,0.0232558139534883
2356,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 56,2021-08-07,2021-08-07,2025-05-06,2025-05-06,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1368,8,Summer,40.401256,24.005689,,,,,North,Sand,4.0,0.1790756339196359,0.2264083061591093,2.395813146296616,16.1,Rural,0.0079617834394904
2356,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 385,2025-05-06,2025-05-06,2025-05-21,2025-05-21,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,118.0,7.866666666666666,236.0,708.0,1,2.1822989271195437,0.0,15,5,Spring,39.993778,25.241944,,,0.0,0.0,North,Mixed,4.0,0.2311701558423684,0.2064972816613365,2.4659255295959417,6.4,Rural,0.0232558139534883
2357,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 204,2021-05-29,2021-05-29,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,70,5,Spring,39.994528,25.241639,,,,,North,Sand,3.0,0.2401867223435015,0.221373474764164,2.4659255295959417,13.9,Rural,0.0232558139534883
2358,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 205,2021-05-30,2021-05-30,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,47.0,0.6811594202898551,20.434782608695652,61.30434782608696,1,0.5194836865091053,435.0,69,5,Spring,39.989833,25.250833,129.0,760.0,0.0,0.0,North,Sand,0.0,0.2401866909018439,0.2213735823222946,2.4659255295959417,13.9,Rural,0.0232558139534883
2358,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 58,2021-08-07,2021-08-07,2024-11-10,2024-11-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,241.0,0.2023509655751469,6.070528967254408,18.211586901763223,1,0.18427877816529079,47.0,1191,8,Summer,40.397858,24.008367,92.0,907.0,0.0,0.0,North,Sand,4.0,0.17907551112158,0.22643737160413,2.395813146296616,16.1,Rural,0.0079617834394904
2358,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 109,2024-11-10,2024-11-10,2025-05-06,2025-05-06,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,241.0,177,11,Fall,40.397861,24.008417,90.0,598.0,0.0,0.0,ΔΥΤΙΚΗ,Pebbles,2.5,0.1734239621692932,0.2168039716562198,2.395813146296616,12.8,Rural,0.0145521333710087
2359,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 206,2021-05-30,2021-05-30,2021-08-07,2021-08-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,142.0,2.0579710144927534,61.7391304347826,185.2173913043478,1,1.117751628878807,0.0,69,5,Spring,39.989111,25.25325,,,,,North,Mixed,0.0,0.240186696907675,0.2213736456783747,2.4659255295959417,13.9,Rural,0.0232558139534883
2360,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 207,2021-05-30,2021-05-30,2021-08-08,2021-08-08,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,55.0,0.7857142857142857,23.57142857142857,70.71428571428571,1,0.5798184952529422,71.0,70,5,Spring,39.987472,25.254056,71.0,22491.0,0.0,0.0,North,Pebbles,0.0,0.2401866319492571,0.2213736583951026,2.4659255295959417,13.9,Rural,0.0232558139534883
2360,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 60,2021-08-08,2021-08-08,2025-03-17,2025-03-17,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,55.0,1317,8,Summer,40.239111,24.29735,61.0,488.0,0.0,0.0,East,Mixed,3.0,0.1806202408758181,0.006841555153632,2.395813146296616,16.1,Rural,0.0079617834394904
2360,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 265,2025-03-17,2025-03-17,2025-05-06,2025-05-07,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,179.0,3.58,107.4,322.2,1,1.5216989981260935,0.0,50,3,Spring,40.238972,24.297139,,,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Pebbles,3.0,0.172554891473453,0.0065392595632764,2.395813146296616,11.7,Rural,0.013286219081272
2361,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 208 (1) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 208 (2) | ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 208 (3),2021-05-30,2021-06-01,2021-08-08,2021-08-08,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,43.0,0.6323529411764706,18.970588235294116,56.91176470588235,1,0.49002249613622745,459.0,68,5,Spring,39.984944,25.263389,375.0,4575.0,1.0,0.0,North,Mixed,0.0,0.2401866938753174,0.2213735652160578,2.4659255295959417,13.9,Rural,0.0232558139534883
2362,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 209,2021-05-31,2021-05-31,2021-08-08,2021-08-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,791.0,11.46376811594203,343.9130434782609,1031.7391304347827,1,2.522825884650294,0.0,69,5,Spring,39.968917,25.329333,,,,,North,Mixed,4.0,0.240186724487572,0.2213734959487743,2.4659255295959417,13.9,Rural,0.0232558139534883
2362,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 62 (1) | ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 62 (2),2021-08-08,2021-08-09,2025-03-14,2025-03-14,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,332.0,0.2528560548362528,7.585681645087585,22.757044935262755,1,0.22542578889667603,791.0,1313,8,Summer,40.242394,24.293778,84.0,5052.0,1.0,0.0,East,Mixed,3.0,0.1806201981047408,0.0068415496141497,2.395813146296616,16.1,Rural,0.0079617834394904
2363,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 210,2021-05-31,2021-05-31,2021-08-09,2021-08-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,101.0,70,5,Spring,39.965194,25.330222,417.0,2452.0,0.0,0.0,North,Mixed,4.0,0.2401867012838787,0.221373538711103,2.4659255295959417,13.9,Rural,0.0232558139534883
2363,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 63,2021-08-09,2021-08-09,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,85.0,0.0620891161431702,1.8626734842951056,5.588020452885318,1,0.06023783280501579,0.0,1369,8,Summer,40.2431,24.29315,,,,,East,Rocky,0.0,0.180620206048301,0.0068415569482301,2.395813146296616,16.1,Rural,0.0079617834394904
2364,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 211,2021-05-31,2021-05-31,2021-08-09,2021-08-10,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,258.0,3.6857142857142855,110.57142857142856,331.7142857142857,1,1.5445183663347848,92.0,70,5,Spring,39.967111,25.326194,314.0,2291.0,0.0,0.0,North,Pebbles,4.0,0.2401866961692326,0.2213735409454353,2.4659255295959417,13.9,Rural,0.0232558139534883
2364,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 64 (1) | ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 64 (2),2021-08-09,2021-08-10,2025-03-11,2025-03-11,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,258.0,1309,8,Summer,40.244925,24.288625,962.0,16940.0,1.0,0.0,East,Pebbles,0.0,0.1806202252898388,0.0068415939066763,2.395813146296616,16.1,Rural,0.0079617834394904
2364,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 252,2025-03-11,2025-03-11,2025-05-09,2025-05-09,coordinate_mismatch,coordinate_mismatch; multiple_regions,interval_coordinate,0,1,0,27.0,0.4576271186440678,13.728813559322036,41.186440677966104,1,0.3768098523477883,0.0,59,3,Spring,40.245944,24.287806,,,0.0,0.0,ΑΝΑΤΟΛΙΚΗ,Sand,2.0,0.1725548250374073,0.0065392365442364,2.395813146296616,11.7,Rural,0.013286219081272
